pre_release,version,downloads_count
6.1,4.1.2,66
6.1,4.1.1,1428
6.1,4.1,441
6.1,4.0rc2,47
6.1,4.0rc1,14
6.1,4.0.4,375
6.1,4.0.3,33
6.1,4.0.2,113
6.1,4.0.1,111
6.1,4.0,823
6.1,3.0rc3,18
6.1,3.0rc2,14
6.1,3.0rc1,14
6.1,3.0.3,875
6.1,3.0.2,40
6.1,3.0.1,457
6.1,3.0,245
6.1,2.9rc1,28
6.1,2.9.3,196
6.1,2.9.2,27
6.1,2.9.1,22
6.1,2.9,163
6.1,2.8rc1,18
6.1,2.8.2,71
6.1,2.8.1,24
6.1,2.8,439
6.1,2.7rc2,18
6.1,2.7rc1,18
6.1,2.7.4,43
6.1,2.7.3,26
6.1,2.7.2,39
6.1,2.7.1,26
6.1,2.7,111
6.1,2.6rc1,18
6.1,2.6.3,140
6.1,2.6.2,30
6.1,2.6.1,29
6.1,2.6,49
6.1,2.5rc1,18
6.1,2.5.2,41
6.1,2.5.1,24
6.1,2.5,38
6.1,2.4rc1,20
6.1,2.4,63
6.1,2.3rc2,18
6.1,2.3rc1,16
6.1,2.3,307
6.1,2.2rc2,18
6.1,2.2rc1,16
6.1,2.2.2,55
6.1,2.2.1,22
6.1,2.2,24
6.1,2.1rc2,20
6.1,2.1rc1,21
6.1,2.16rc2,17
6.1,2.16rc1,14
6.1,2.16.3,877
6.1,2.16.2,606
6.1,2.16.1,154
6.1,2.16,102
6.0,6.0rc1,522
6.0,5.2rc1,190
6.0,5.2.3,31344
6.0,5.2.2,10851
6.0,5.2.1,5646
6.0,5.2,6980
6.0,5.1rc1,12
6.0,5.1.3,3602
6.0,5.1.2,1655
6.0,5.1.1,8478
6.0,5.1,769
6.0,5.0rc1,12
6.0,5.0.5,3417
6.0,5.0.4,834
6.0,5.0.3,153
6.0,5.0.2,1366
6.0,5.0.1,532
6.0,5.0,883
6.0,4.2rc1,11
6.0,4.2.4,3424
6.0,4.2.3,366
6.0,4.2.2,557
6.0,4.2.1,306
6.0,4.2,605
6.0,4.1rc1,10
6.0,4.1.9,3668
6.0,4.1.8,558
6.0,4.1.7,81
6.0,4.1.6,570
6.0,4.1.5,340
6.0,4.1.4,138
6.0,4.1.3,118
6.0,4.1.2,86
6.0,4.1.1,1478
6.0,4.1,319
6.0,4.0rc2,53
6.0,4.0rc1,10
6.0,4.0.4,523
6.0,4.0.3,29
6.0,4.0.2,69
6.0,4.0.1,93
6.0,4.0,264
6.0,3.0rc3,10
6.0,3.0rc2,10
6.0,3.0rc1,10
6.0,3.0.3,728
6.0,3.0.2,39
6.0,3.0.1,400
6.0,3.0,337
6.0,2.9rc1,25
6.0,2.9.3,135
6.0,2.9.2,32
6.0,2.9.1,18
6.0,2.9,170
6.0,2.8rc1,10
6.0,2.8.2,74
6.0,2.8.1,18
6.0,2.8,252
6.0,2.7rc2,10
6.0,2.7rc1,10
6.0,2.7.4,73
6.0,2.7.3,18
6.0,2.7.2,31
6.0,2.7.1,49
6.0,2.7,49
6.0,2.6rc1,10
6.0,2.6.3,174
6.0,2.6.2,16
6.0,2.6.1,22
6.0,2.6,13
6.0,2.5rc1,10
6.0,2.5.2,20
6.0,2.5.1,17
6.0,2.5,21
6.0,2.4rc1,10
6.0,2.4,72
6.0,2.3rc2,10
6.0,2.3rc1,10
6.0,2.3,239
6.0,2.2rc2,10
6.0,2.2rc1,10
6.0,2.2.2,62
6.0,2.2.1,14
6.0,2.2,13
6.0,2.1rc2,10
6.0,2.1rc1,10
6.0,2.16rc2,8
6.0,2.16rc1,8
6.0,2.16.3,798
6.0,2.16.2,763
6.0,2.16.1,211
6.0,2.16,103
6.0,2.15rc2,6
6.0,2.15rc1,6
6.0,2.15.6,755
6.0,2.15.5,238
6.0,2.15.4,141
6.0,2.15.3,152
6.0,2.15.2,130
6.0,2.15.1,984
5.2,5.2rc1,1298
5.2,5.1rc1,29
5.2,5.1.3,23063
5.2,5.1.2,5988
5.2,5.1.1,5569
5.2,5.1,1238
5.2,5.0rc1,9
5.2,5.0.5,3886
5.2,5.0.4,472
5.2,5.0.3,271
5.2,5.0.2,5085
5.2,5.0.1,1027
5.2,5.0,4104
5.2,4.2rc1,13
5.2,4.2.4,3920
5.2,4.2.3,671
5.2,4.2.2,1250
5.2,4.2.1,383
5.2,4.2,824
5.2,4.1rc1,4
5.2,4.1.9,2731
5.2,4.1.8,1173
5.2,4.1.7,121
5.2,4.1.6,1432
5.2,4.1.5,283
5.2,4.1.4,424
5.2,4.1.3,113
5.2,4.1.2,171
5.2,4.1.1,1613
5.2,4.1,631
5.2,4.0rc2,5
5.2,4.0rc1,4
5.2,4.0.4,566
5.2,4.0.3,34
5.2,4.0.2,154
5.2,4.0.1,136
5.2,4.0,313
5.2,3.0rc3,4
5.2,3.0rc2,3
5.2,3.0rc1,3
5.2,3.0.3,864
5.2,3.0.2,45
5.2,3.0.1,470
5.2,3.0,390
5.2,2.9rc1,16
5.2,2.9.3,170
5.2,2.9.2,8
5.2,2.9.1,43
5.2,2.9,156
5.2,2.8rc1,3
5.2,2.8.2,26
5.2,2.8.1,14
5.2,2.8,169
5.2,2.7rc2,5
5.2,2.7rc1,3
5.2,2.7.4,54
5.2,2.7.3,153
5.2,2.7.2,18
5.2,2.7.1,58
5.2,2.7,32
5.2,2.6rc1,3
5.2,2.6.3,232
5.2,2.6.2,8
5.2,2.6.1,9
5.2,2.6,10
5.2,2.5rc1,3
5.2,2.5.2,13
5.2,2.5.1,13
5.2,2.5,7
5.2,2.4rc1,3
5.2,2.4,56
5.2,2.3rc2,3
5.2,2.3rc1,3
5.2,2.3,225
5.2,2.2rc2,3
5.2,2.2rc1,3
5.2,2.2.2,52
5.2,2.2.1,5
5.2,2.2,7
5.2,2.1rc2,3
5.2,2.1rc1,3
5.2,2.16rc2,3
5.2,2.16rc1,3
5.2,2.16.3,1038
5.2,2.16.2,625
5.2,2.16.1,389
5.2,2.16,148
5.2,2.15rc2,3
5.2,2.15rc1,4
5.2,2.15.6,751
5.2,2.15.5,264
5.2,2.15.4,74
5.2,2.15.3,200
5.2,2.15.2,547
5.2,2.15.1,805
5.2,2.15,379
5.2,2.14rc1,3
5.2,2.14.2,760
5.2,2.14.1,245
5.2,2.14,63
5.1,5.1rc1,1298
5.1,5.0rc1,20
5.1,5.0.2,21456
5.1,5.0.1,2873
5.1,5.0,2099
5.1,4.2rc1,15
5.1,4.2.4,6559
5.1,4.2.3,1004
5.1,4.2.2,2981
5.1,4.2.1,466
5.1,4.2,1595
5.1,4.1rc1,14
5.1,4.1.6,5411
5.1,4.1.5,361
5.1,4.1.4,2252
5.1,4.1.3,112
5.1,4.1.2,309
5.1,4.1.1,2903
5.1,4.1,361
5.1,4.0rc2,14
5.1,4.0rc1,14
5.1,4.0.4,2515
5.1,4.0.3,41
5.1,4.0.2,301
5.1,4.0.1,177
5.1,4.0,139
5.1,3.0rc3,12
5.1,3.0rc2,11
5.1,3.0rc1,12
5.1,3.0.3,899
5.1,3.0.2,58
5.1,3.0.1,907
5.1,3.0,410
5.1,2.9rc1,25
5.1,2.9.3,215
5.1,2.9.2,37
5.1,2.9.1,76
5.1,2.9,202
5.1,2.8rc1,13
5.1,2.8.2,61
5.1,2.8.1,39
5.1,2.8,174
5.1,2.7rc2,13
5.1,2.7rc1,14
5.1,2.7.4,150
5.1,2.7.3,78
5.1,2.7.2,50
5.1,2.7.1,110
5.1,2.7,180
5.1,2.6rc1,13
5.1,2.6.3,298
5.1,2.6.2,50
5.1,2.6.1,47
5.1,2.6,31
5.1,2.5rc1,12
5.1,2.5.2,36
5.1,2.5.1,41
5.1,2.5,35
5.1,2.4rc1,11
5.1,2.4,73
5.1,2.3rc2,12
5.1,2.3rc1,12
5.1,2.3,310
5.1,2.2rc2,13
5.1,2.2rc1,12
5.1,2.2.2,75
5.1,2.2.1,33
5.1,2.2,37
5.1,2.1rc2,12
5.1,2.1rc1,11
5.1,2.16rc2,12
5.1,2.16rc1,12
5.1,2.16.3,1338
5.1,2.16.2,1027
5.1,2.16.1,461
5.1,2.16,76
5.1,2.15rc2,13
5.1,2.15rc1,12
5.1,2.15.6,1155
5.1,2.15.5,256
5.1,2.15.4,175
5.1,2.15.3,200
5.1,2.15.2,532
5.1,2.15.1,974
5.1,2.15,1839
5.1,2.14rc1,12
5.1,2.14.2,196
5.1,2.14.1,455
5.1,2.14,71
5.1,2.13rc3,12
5.1,2.13rc2,12
5.1,2.13rc1,12
5.1,2.13.5,303
5.1,2.13.4,117
5.1,2.13.3,45
5.1,2.13.2,312
5.1,2.13.1,169
5.1,2.13,222
5.1,2.12rc1,12
5.1,2.12.6,155
5.0,5.0rc1,511
5.0,4.2rc1,42
5.0,4.2.3,162
5.0,4.2.2,16366
5.0,4.2.1,1253
5.0,4.2,2785
5.0,4.1rc1,24
5.0,4.1.5,77
5.0,4.1.4,5153
5.0,4.1.3,626
5.0,4.1.2,546
5.0,4.1.1,4923
5.0,4.1,246
5.0,4.0rc2,22
5.0,4.0rc1,21
5.0,4.0.4,3989
5.0,4.0.3,74
5.0,4.0.2,386
5.0,4.0.1,255
5.0,4.0,118
5.0,3.0rc3,21
5.0,3.0rc2,24
5.0,3.0rc1,19
5.0,3.0.3,2004
5.0,3.0.2,62
5.0,3.0.1,1213
5.0,3.0,577
5.0,2.9rc1,61
5.0,2.9.3,172
5.0,2.9.2,35
5.0,2.9.1,102
5.0,2.9,472
5.0,2.8rc1,22
5.0,2.8.2,64
5.0,2.8.1,34
5.0,2.8,294
5.0,2.7rc2,22
5.0,2.7rc1,22
5.0,2.7.4,138
5.0,2.7.3,127
5.0,2.7.2,56
5.0,2.7.1,60
5.0,2.7,157
5.0,2.6rc1,20
5.0,2.6.3,228
5.0,2.6.2,39
5.0,2.6.1,39
5.0,2.6,34
5.0,2.5rc1,23
5.0,2.5.2,42
5.0,2.5.1,62
5.0,2.5,41
5.0,2.4rc1,20
5.0,2.4,71
5.0,2.3rc2,21
5.0,2.3rc1,21
5.0,2.3,186
5.0,2.2rc2,20
5.0,2.2rc1,22
5.0,2.2.2,92
5.0,2.2.1,33
5.0,2.2,44
5.0,2.1rc2,25
5.0,2.1rc1,21
5.0,2.16rc2,26
5.0,2.16rc1,22
5.0,2.16.3,1463
5.0,2.16.2,871
5.0,2.16.1,421
5.0,2.16,88
5.0,2.15rc2,23
5.0,2.15rc1,20
5.0,2.15.6,1699
5.0,2.15.5,274
5.0,2.15.4,277
5.0,2.15.3,338
5.0,2.15.2,454
5.0,2.15.1,800
5.0,2.15,933
5.0,2.14rc1,23
5.0,2.14.2,249
5.0,2.14.1,234
5.0,2.14,82
5.0,2.13rc3,21
5.0,2.13rc2,21
5.0,2.13rc1,24
5.0,2.13.5,401
5.0,2.13.4,164
5.0,2.13.3,54
5.0,2.13.2,407
5.0,2.13.1,94
5.0,2.13,150
5.0,2.12rc1,22
5.0,2.12.6,139
5.0,2.12.5,108
5.0,2.12.4,80
5.0,2.12.3,57
5.0,2.12.2,100
5.0,2.12.1,32
5.0,2.12,38
4.2,4.2rc1,1122
4.2,4.1rc1,40
4.2,4.1.2,213
4.2,4.1.1,25036
4.2,4.1,1284
4.2,4.0rc2,23
4.2,4.0rc1,24
4.2,4.0.4,9692
4.2,4.0.3,157
4.2,4.0.2,969
4.2,4.0.1,790
4.2,4.0,1557
4.2,3.0rc3,26
4.2,3.0rc2,20
4.2,3.0rc1,20
4.2,3.0.3,4719
4.2,3.0.2,174
4.2,3.0.1,2774
4.2,3.0,2994
4.2,2.9rc1,68
4.2,2.9.3,372
4.2,2.9.2,50
4.2,2.9.1,85
4.2,2.9,849
4.2,2.8rc1,17
4.2,2.8.2,126
4.2,2.8.1,34
4.2,2.8,380
4.2,2.7rc2,19
4.2,2.7rc1,19
4.2,2.7.4,249
4.2,2.7.3,180
4.2,2.7.2,67
4.2,2.7.1,166
4.2,2.7,241
4.2,2.6rc1,18
4.2,2.6.3,876
4.2,2.6.2,53
4.2,2.6.1,27
4.2,2.6,27
4.2,2.5rc1,17
4.2,2.5.2,46
4.2,2.5.1,43
4.2,2.5,36
4.2,2.4rc1,19
4.2,2.4,165
4.2,2.3rc2,17
4.2,2.3rc1,19
4.2,2.3,449
4.2,2.2rc2,19
4.2,2.2rc1,17
4.2,2.2.2,171
4.2,2.2.1,29
4.2,2.2,28
4.2,2.1rc2,19
4.2,2.1rc1,18
4.2,2.16rc2,20
4.2,2.16rc1,20
4.2,2.16.3,3984
4.2,2.16.2,2357
4.2,2.16.1,2048
4.2,2.16,155
4.2,2.15rc2,18
4.2,2.15rc1,17
4.2,2.15.6,2308
4.2,2.15.5,1405
4.2,2.15.4,592
4.2,2.15.3,796
4.2,2.15.2,1888
4.2,2.15.1,974
4.2,2.15,1164
4.2,2.14rc1,17
4.2,2.14.2,582
4.2,2.14.1,680
4.2,2.14,148
4.2,2.13rc3,17
4.2,2.13rc2,18
4.2,2.13rc1,19
4.2,2.13.5,581
4.2,2.13.4,342
4.2,2.13.3,81
4.2,2.13.2,1047
4.2,2.13.1,384
4.2,2.13,174
4.2,2.12rc1,18
4.2,2.12.6,1489
4.2,2.12.5,116
4.2,2.12.4,208
4.2,2.12.3,76
4.2,2.12.2,155
4.2,2.12.1,68
4.2,2.12,78
4.2,2.11rc1,17
4.2,2.11.9,237
4.2,2.11.8,218
4.2,2.11.7,174
4.2,2.11.6,75
4.2,2.11.5,54
4.2,2.11.4,52
4.2,2.11.3,253
4.1,4.1rc1,577
4.1,4.0rc2,66
4.1,4.0rc1,89
4.1,4.0.4,12450
4.1,4.0.3,439
4.1,4.0.2,4274
4.1,4.0.1,1717
4.1,4.0,2061
4.1,3.0rc3,23
4.1,3.0rc2,23
4.1,3.0rc1,22
4.1,3.0.3,4579
4.1,3.0.2,267
4.1,3.0.1,4109
4.1,3.0,2069
4.1,2.9rc1,34
4.1,2.9.3,385
4.1,2.9.2,76
4.1,2.9.1,64
4.1,2.9,188
4.1,2.8rc1,18
4.1,2.8.2,164
4.1,2.8.1,50
4.1,2.8,385
4.1,2.7rc2,18
4.1,2.7rc1,19
4.1,2.7.4,163
4.1,2.7.3,102
4.1,2.7.2,50
4.1,2.7.1,152
4.1,2.7,103
4.1,2.6rc1,18
4.1,2.6.3,145
4.1,2.6.2,38
4.1,2.6.1,48
4.1,2.6,48
4.1,2.5rc1,18
4.1,2.5.2,84
4.1,2.5.1,40
4.1,2.5,47
4.1,2.4rc1,18
4.1,2.4,77
4.1,2.3rc2,18
4.1,2.3rc1,18
4.1,2.3,132
4.1,2.2rc2,19
4.1,2.2rc1,21
4.1,2.2.2,47
4.1,2.2.1,32
4.1,2.2,30
4.1,2.1rc2,18
4.1,2.1rc1,21
4.1,2.16rc2,21
4.1,2.16rc1,20
4.1,2.16.3,3889
4.1,2.16.2,2910
4.1,2.16.1,2243
4.1,2.16,337
4.1,2.15rc2,22
4.1,2.15rc1,21
4.1,2.15.6,2035
4.1,2.15.5,1483
4.1,2.15.4,799
4.1,2.15.3,829
4.1,2.15.2,1231
4.1,2.15.1,1022
4.1,2.15,1177
4.1,2.14rc1,19
4.1,2.14.2,684
4.1,2.14.1,311
4.1,2.14,125
4.1,2.13rc3,18
4.1,2.13rc2,19
4.1,2.13rc1,18
4.1,2.13.5,702
4.1,2.13.4,299
4.1,2.13.3,86
4.1,2.13.2,549
4.1,2.13.1,275
4.1,2.13,118
4.1,2.12rc1,18
4.1,2.12.6,553
4.1,2.12.5,88
4.1,2.12.4,109
4.1,2.12.3,121
4.1,2.12.2,186
4.1,2.12.1,55
4.1,2.12,78
4.1,2.11rc1,19
4.1,2.11.9,654
4.1,2.11.8,223
4.1,2.11.7,72
4.1,2.11.6,64
4.1,2.11.5,56
4.1,2.11.4,53
4.1,2.11.3,235
4.1,2.11.2,165
4.1,2.11.1,117
4.1,2.11,69
4.1,2.10rc2,18
4.0,4.0rc2,751
4.0,4.0rc1,420
4.0,3.0rc3,56
4.0,3.0rc2,29
4.0,3.0rc1,30
4.0,3.0.2,633
4.0,3.0.1,19343
4.0,3.0,2743
4.0,2.9rc1,110
4.0,2.9.3,514
4.0,2.9.2,93
4.0,2.9.1,142
4.0,2.9,230
4.0,2.8rc1,25
4.0,2.8.2,154
4.0,2.8.1,112
4.0,2.8,589
4.0,2.7rc2,23
4.0,2.7rc1,22
4.0,2.7.4,209
4.0,2.7.3,171
4.0,2.7.2,67
4.0,2.7.1,697
4.0,2.7,233
4.0,2.6rc1,22
4.0,2.6.3,172
4.0,2.6.2,80
4.0,2.6.1,102
4.0,2.6,72
4.0,2.5rc1,22
4.0,2.5.2,184
4.0,2.5.1,86
4.0,2.5,121
4.0,2.4rc1,23
4.0,2.4,214
4.0,2.3rc2,23
4.0,2.3rc1,22
4.0,2.3,312
4.0,2.2rc2,23
4.0,2.2rc1,22
4.0,2.2.2,130
4.0,2.2.1,57
4.0,2.2,58
4.0,2.1rc2,24
4.0,2.1rc1,22
4.0,2.16rc2,35
4.0,2.16rc1,28
4.0,2.16.2,11747
4.0,2.16.1,3414
4.0,2.16,396
4.0,2.15rc2,23
4.0,2.15rc1,41
4.0,2.15.5,4241
4.0,2.15.4,1131
4.0,2.15.3,995
4.0,2.15.2,3819
4.0,2.15.1,1922
4.0,2.15,1716
4.0,2.14rc1,24
4.0,2.14.2,1432
4.0,2.14.1,709
4.0,2.14,188
4.0,2.13rc3,23
4.0,2.13rc2,24
4.0,2.13rc1,24
4.0,2.13.5,864
4.0,2.13.4,317
4.0,2.13.3,161
4.0,2.13.2,561
4.0,2.13.1,521
4.0,2.13,244
4.0,2.12rc1,23
4.0,2.12.6,526
4.0,2.12.5,455
4.0,2.12.4,155
4.0,2.12.3,135
4.0,2.12.2,267
4.0,2.12.1,126
4.0,2.12,117
4.0,2.11rc1,22
4.0,2.11.9,862
4.0,2.11.8,532
4.0,2.11.7,130
4.0,2.11.6,107
4.0,2.11.5,224
4.0,2.11.4,92
4.0,2.11.3,257
4.0,2.11.2,183
4.0,2.11.1,103
4.0,2.11,178
4.0,2.10rc2,23
4.0,2.10rc1,23
4.0,2.10.2,1021
4.0,2.10.1,354
4.0,2.10,182
4.0,2.1.3,70
4.0,2.1.2,55
4.0,2.1.1,60
4.0,2.1,157
4.0,2.0rc1,25
3.0,3.0rc3,852
3.0,3.0rc2,574
3.0,3.0rc1,632
3.0,2.9rc1,139
3.0,2.9.3,621
3.0,2.9.2,146
3.0,2.9.1,309
3.0,2.9,479
3.0,2.8rc1,38
3.0,2.8.2,226
3.0,2.8.1,183
3.0,2.8,923
3.0,2.7rc2,41
3.0,2.7rc1,38
3.0,2.7.4,813
3.0,2.7.3,188
3.0,2.7.2,122
3.0,2.7.1,438
3.0,2.7,544
3.0,2.6rc1,39
3.0,2.6.3,240
3.0,2.6.2,157
3.0,2.6.1,115
3.0,2.6,171
3.0,2.5rc1,36
3.0,2.5.2,392
3.0,2.5.1,237
3.0,2.5,115
3.0,2.4rc1,36
3.0,2.4,294
3.0,2.3rc2,42
3.0,2.3rc1,46
3.0,2.3,988
3.0,2.2rc2,36
3.0,2.2rc1,41
3.0,2.2.2,132
3.0,2.2.1,85
3.0,2.2,198
3.0,2.1rc2,44
3.0,2.1rc1,39
3.0,2.16rc2,65
3.0,2.16rc1,61
3.0,2.16.2,27834
3.0,2.16.1,11209
3.0,2.16,864
3.0,2.15rc2,63
3.0,2.15rc1,70
3.0,2.15.5,8407
3.0,2.15.4,4061
3.0,2.15.3,2900
3.0,2.15.2,5509
3.0,2.15.1,4824
3.0,2.15,688
3.0,2.14rc1,54
3.0,2.14.2,3326
3.0,2.14.1,2170
3.0,2.14,458
3.0,2.13rc3,55
3.0,2.13rc2,47
3.0,2.13rc1,43
3.0,2.13.5,3848
3.0,2.13.4,1497
3.0,2.13.3,206
3.0,2.13.2,2342
3.0,2.13.1,927
3.0,2.13,715
3.0,2.12rc1,51
3.0,2.12.6,1293
3.0,2.12.5,399
3.0,2.12.4,450
3.0,2.12.3,400
3.0,2.12.2,457
3.0,2.12.1,127
3.0,2.12,176
3.0,2.11rc1,45
3.0,2.11.9,1529
3.0,2.11.8,1253
3.0,2.11.7,376
3.0,2.11.6,154
3.0,2.11.5,256
3.0,2.11.4,97
3.0,2.11.3,536
3.0,2.11.2,204
3.0,2.11.1,113
3.0,2.11,262
3.0,2.10rc2,42
3.0,2.10rc1,40
3.0,2.10.2,2033
3.0,2.10.1,867
3.0,2.10,413
3.0,2.1.3,150
3.0,2.1.2,76
3.0,2.1.1,81
3.0,2.1,142
3.0,2.0rc1,40
3.0,2.0b1,42
3.0,2.0.2,115
3.0,2.0.1,253
3.0,2.0,111
3.0,1.9rc1,41
2.16,2.9rc1,124
2.16,2.9.3,725
2.16,2.9.2,113
2.16,2.9.1,76
2.16,2.9,638
2.16,2.8rc1,31
2.16,2.8.2,169
2.16,2.8.1,97
2.16,2.8,492
2.16,2.7rc2,30
2.16,2.7rc1,30
2.16,2.7.4,353
2.16,2.7.3,109
2.16,2.7.2,183
2.16,2.7.1,374
2.16,2.7,190
2.16,2.6rc1,32
2.16,2.6.3,210
2.16,2.6.2,71
2.16,2.6.1,71
2.16,2.6,76
2.16,2.5rc1,31
2.16,2.5.2,268
2.16,2.5.1,126
2.16,2.5,294
2.16,2.4rc1,31
2.16,2.4,204
2.16,2.3rc2,32
2.16,2.3rc1,33
2.16,2.3,620
2.16,2.2rc2,31
2.16,2.2rc1,31
2.16,2.2.2,85
2.16,2.2.1,47
2.16,2.2,57
2.16,2.1rc2,31
2.16,2.1rc1,31
2.16,2.16rc2,494
2.16,2.16rc1,478
2.16,2.15rc2,51
2.16,2.15rc1,103
2.16,2.15.3,9002
2.16,2.15.2,6737
2.16,2.15.1,10849
2.16,2.15,1376
2.16,2.14rc1,38
2.16,2.14.2,3791
2.16,2.14.1,3338
2.16,2.14,876
2.16,2.13rc3,36
2.16,2.13rc2,36
2.16,2.13rc1,36
2.16,2.13.5,2842
2.16,2.13.4,1262
2.16,2.13.3,144
2.16,2.13.2,1296
2.16,2.13.1,788
2.16,2.13,684
2.16,2.12rc1,34
2.16,2.12.6,1171
2.16,2.12.5,560
2.16,2.12.4,386
2.16,2.12.3,454
2.16,2.12.2,783
2.16,2.12.1,109
2.16,2.12,314
2.16,2.11rc1,34
2.16,2.11.9,1754
2.16,2.11.8,1437
2.16,2.11.7,938
2.16,2.11.6,182
2.16,2.11.5,285
2.16,2.11.4,148
2.16,2.11.3,558
2.16,2.11.2,375
2.16,2.11.1,165
2.16,2.11,250
2.16,2.10rc2,34
2.16,2.10rc1,34
2.16,2.10.2,2221
2.16,2.10.1,415
2.16,2.10,223
2.16,2.1.3,84
2.16,2.1.2,50
2.16,2.1.1,108
2.16,2.1,78
2.16,2.0rc1,32
2.16,2.0b1,35
2.16,2.0.2,58
2.16,2.0.1,89
2.16,2.0,47
2.16,1.9rc1,33
2.16,1.9.1,49
2.16,1.9,45
2.16,1.8rc1,32
2.16,1.8.2,42
2.16,1.8.1,43
2.16,1.8,43
2.16,1.7rc1,31
2.16,1.7,56
2.15,2.9rc1,115
2.15,2.9.3,1013
2.15,2.9.2,105
2.15,2.9.1,99
2.15,2.9,1092
2.15,2.8rc1,78
2.15,2.8.2,516
2.15,2.8.1,241
2.15,2.8,802
2.15,2.7rc2,48
2.15,2.7rc1,34
2.15,2.7.4,976
2.15,2.7.3,92
2.15,2.7.2,141
2.15,2.7.1,340
2.15,2.7,534
2.15,2.6rc1,54
2.15,2.6.3,530
2.15,2.6.2,118
2.15,2.6.1,181
2.15,2.6,154
2.15,2.5rc1,45
2.15,2.5.2,317
2.15,2.5.1,144
2.15,2.5,248
2.15,2.4rc1,53
2.15,2.4,328
2.15,2.3rc2,35
2.15,2.3rc1,47
2.15,2.3,1088
2.15,2.2rc2,53
2.15,2.2rc1,42
2.15,2.2.2,99
2.15,2.2.1,69
2.15,2.2,94
2.15,2.1rc2,49
2.15,2.1rc1,31
2.15,2.15rc2,320
2.15,2.15rc1,409
2.15,2.14rc1,162
2.15,2.14.2,14379
2.15,2.14.1,10232
2.15,2.14,1325
2.15,2.13rc3,58
2.15,2.13rc2,53
2.15,2.13rc1,65
2.15,2.13.5,2549
2.15,2.13.4,4265
2.15,2.13.3,507
2.15,2.13.2,2044
2.15,2.13.1,1084
2.15,2.13,991
2.15,2.12rc1,39
2.15,2.12.6,1780
2.15,2.12.5,1472
2.15,2.12.4,924
2.15,2.12.3,538
2.15,2.12.2,529
2.15,2.12.1,112
2.15,2.12,599
2.15,2.11rc1,49
2.15,2.11.8,3936
2.15,2.11.7,1130
2.15,2.11.6,290
2.15,2.11.5,532
2.15,2.11.4,88
2.15,2.11.3,535
2.15,2.11.2,256
2.15,2.11.1,117
2.15,2.11,246
2.15,2.10rc2,33
2.15,2.10rc1,54
2.15,2.10.2,2889
2.15,2.10.1,441
2.15,2.10,260
2.15,2.1.3,114
2.15,2.1.2,67
2.15,2.1.1,117
2.15,2.1,109
2.15,2.0rc1,43
2.15,2.0b1,52
2.15,2.0.2,141
2.15,2.0.1,192
2.15,2.0,82
2.15,1.9rc1,41
2.15,1.9.1,109
2.15,1.9,78
2.15,1.8rc1,42
2.15,1.8.2,82
2.15,1.8.1,88
2.15,1.8,89
2.15,1.7rc1,34
2.15,1.7,90
2.15,1.6rc1,33
2.15,1.6.3,87
2.15,1.6.2,66
2.15,1.6.1,72
2.15,1.6,79
2.15,1.5rc1,36
2.15,1.5.3,81
2.14,2.9rc1,114
2.14,2.9.3,947
2.14,2.9.2,114
2.14,2.9.1,119
2.14,2.9,1184
2.14,2.8rc1,31
2.14,2.8.2,919
2.14,2.8.1,413
2.14,2.8,390
2.14,2.7rc2,34
2.14,2.7rc1,26
2.14,2.7.4,1367
2.14,2.7.3,182
2.14,2.7.2,112
2.14,2.7.1,488
2.14,2.7,642
2.14,2.6rc1,31
2.14,2.6.3,245
2.14,2.6.2,126
2.14,2.6.1,431
2.14,2.6,102
2.14,2.5rc1,29
2.14,2.5.2,340
2.14,2.5.1,239
2.14,2.5,258
2.14,2.4rc1,27
2.14,2.4,296
2.14,2.3rc2,31
2.14,2.3rc1,29
2.14,2.3,332
2.14,2.2rc2,29
2.14,2.2rc1,29
2.14,2.2.2,120
2.14,2.2.1,71
2.14,2.2,59
2.14,2.1rc2,30
2.14,2.1rc1,28
2.14,2.14rc1,581
2.14,2.13rc3,63
2.14,2.13rc2,81
2.14,2.13rc1,60
2.14,2.13.4,15402
2.14,2.13.3,3441
2.14,2.13.2,5997
2.14,2.13.1,2324
2.14,2.13,1546
2.14,2.12rc1,38
2.14,2.12.6,1875
2.14,2.12.5,4013
2.14,2.12.4,2071
2.14,2.12.3,1736
2.14,2.12.2,442
2.14,2.12.1,137
2.14,2.12,576
2.14,2.11rc1,30
2.14,2.11.8,4735
2.14,2.11.7,1173
2.14,2.11.6,409
2.14,2.11.5,180
2.14,2.11.4,282
2.14,2.11.3,1006
2.14,2.11.2,369
2.14,2.11.1,173
2.14,2.11,160
2.14,2.10rc2,27
2.14,2.10rc1,31
2.14,2.10.2,2704
2.14,2.10.1,638
2.14,2.10,228
2.14,2.1.3,100
2.14,2.1.2,43
2.14,2.1.1,69
2.14,2.1,73
2.14,2.0rc1,30
2.14,2.0b1,36
2.14,2.0.2,80
2.14,2.0.1,147
2.14,2.0,52
2.14,1.9rc1,33
2.14,1.9.1,59
2.14,1.9,69
2.14,1.8rc1,41
2.14,1.8.2,46
2.14,1.8.1,52
2.14,1.8,48
2.14,1.7rc1,28
2.14,1.7,70
2.14,1.6rc1,31
2.14,1.6.3,86
2.14,1.6.2,45
2.14,1.6.1,46
2.14,1.6,46
2.14,1.5rc1,26
2.14,1.5.3,44
2.14,1.5.2,65
2.14,1.5.1,44
2.14,1.5,45
